review_id,section,claim_id,claim_text,is_quote,has_numbers,is_causal_or_normative,citation_text,citation_type,citation_author,citation_year,is_secondary,primary_mentioned_author,primary_mentioned_year,stated_page,in_reference_list,source_pdf_path,priority,section_canonical,section_level,research_question,section_title,source_pdf
2_1,unknown,4c6e41eb,"Strengthening M&E systems goes beyond technical capacity alone: it involves fostering a culture of learning, ensuring political support, and embedding M&E within policy and governance processes to enhance accountability and evidence-based decision-making (CLEAR-AA, 2020).",False,True,False,"(CLEAR-AA, 2020)",parenthetical,CLEAR-AA,2020,False,,,,,pilot_inputs/sources_pdf/CLEAR_AA_2020.pdf,High,Introduction,2,How are M&E systems strengthening approaches defined and conceptualized in the literature?,Introduction,CLEAR_AA_2020.pdf
2_1,unknown,d8587236,"Similarly, Chirau, Dlakavu, and Masilela (2022) describe national M&E systems as “the collection of frameworks, capacities, and institutional arrangements for conducting and using M&E in government” (p. 2).",True,True,False,Masilela (2022),narrative,Masilela,2022,False,,,2,,,High,Defining M&E Systems Strengthening,2,How are M&E systems strengthening approaches defined and conceptualized in the literature?,Defining M&E Systems Strengthening,Aantjes_2022.pdf
2_1,unknown,e0ab1d74,"Where these elements align, M&E becomes an integral part of governance, thus strengthening the system over time (Kanyamuna, 2021).",False,True,False,"(Kanyamuna, 2021)",parenthetical,Kanyamuna,2021,False,,,,,pilot_inputs/sources_pdf/Kanyamuna_2021.pdf,High,Defining M&E Systems Strengthening,2,How are M&E systems strengthening approaches defined and conceptualized in the literature?,Defining M&E Systems Strengthening,Kanyamuna_2021.pdf
2_1,unknown,5adf2c1c,"A recurring concept across the literature is “institutionalization” of M&E, sometimes used synonymously with “M&E systems strengthening.” For instance, Makadzange (2022) draws on the International Atlas of Evaluation Framework to discuss “fully institutionalised M&E systems,” pointing to the need for legal mandates, pervasive practice, and parliamentary or legislative support.",True,True,False,Makadzange (2022),narrative,Makadzange,2022,False,,,,,pilot_inputs/sources_pdf/Makadzange_2022.pdf,High,Defining M&E Systems Strengthening,2,How are M&E systems strengthening approaches defined and conceptualized in the literature?,Defining M&E Systems Strengthening,Makadzange_2022.pdf
2_1,unknown,a1d58d01,"Such an environment often requires sufficient funding, leadership commitment, and integration with existing governance structures (Matsiliza, 2019).",False,True,False,"(Matsiliza, 2019)",parenthetical,Matsiliza,2019,False,,,,,pilot_inputs/sources_pdf/Matsiliza_2019.pdf,High,Defining M&E Systems Strengthening,2,How are M&E systems strengthening approaches defined and conceptualized in the literature?,Defining M&E Systems Strengthening,Matsiliza_2019.pdf
2_1,unknown,52338604,"A prominent theme across sources is the notion that capacity building must occur at multiple levels – micro (individual), meso (institutional), and macro (system/national) – to enable genuine and lasting M&E systems strengthening (CLEAR-AA, 2020; Masvaure & Chirau, 2020).",False,True,True,"(CLEAR-AA, 2020; Masvaure & Chirau, 2020)",parenthetical,CLEAR-AA,2020,False,,,,,pilot_inputs/sources_pdf/CLEAR_AA_2020.pdf,High,Multi-Level Capacity Building,3,How are M&E systems strengthening approaches defined and conceptualized in the literature?,Multi-Level Capacity Building,CLEAR_AA_2020.pdf
2_1,unknown,e12d5702,"A prominent theme across sources is the notion that capacity building must occur at multiple levels – micro (individual), meso (institutional), and macro (system/national) – to enable genuine and lasting M&E systems strengthening (CLEAR-AA, 2020; Masvaure & Chirau, 2020).",False,True,True,"(CLEAR-AA, 2020; Masvaure & Chirau, 2020)",parenthetical,Masvaure & Chirau,2020,False,,,,,pilot_inputs/sources_pdf/CLEAR_AA_2020.pdf,High,Multi-Level Capacity Building,3,How are M&E systems strengthening approaches defined and conceptualized in the literature?,Multi-Level Capacity Building,CLEAR_AA_2020.pdf
2_1,unknown,0711b22b,"At the individual level, building evaluators’ and policymakers’ technical skills is critical; however, as Stewart (2015) argues, one-off trainings are not sufficient.",False,True,False,Stewart (2015),narrative,Stewart,2015,False,,,,,pilot_inputs/sources_pdf/Stewart_2015.pdf,High,Multi-Level Capacity Building,3,How are M&E systems strengthening approaches defined and conceptualized in the literature?,Multi-Level Capacity Building,Stewart_2015.pdf
2_1,unknown,63dfabd2,"Process use – where active participation in evaluations fosters organizational learning – also helps embed a culture of inquiry (Alkin & King, 2016).",False,True,False,"(Alkin & King, 2016)",parenthetical,Alkin & King,2016,False,,,,,pilot_inputs/sources_pdf/Alkin_2016.pdf,High,Multi-Level Capacity Building,3,How are M&E systems strengthening approaches defined and conceptualized in the literature?,Multi-Level Capacity Building,Alkin_2016.pdf
2_1,unknown,7522407f,"As pointed out by Alkin and King (2017), stakeholder engagement and evaluator credibility can be decisive factors in whether institutions adopt M&E findings.",False,True,False,Alkin and King (2017),narrative,Alkin and King,2017,False,,,,,pilot_inputs/sources_pdf/Alkin_2016.pdf,High,Multi-Level Capacity Building,3,How are M&E systems strengthening approaches defined and conceptualized in the literature?,Multi-Level Capacity Building,Alkin_2017.pdf
2_1,unknown,a192e331,"Finally, at the macro or system-wide level, national M&E policies, legal mandates, and budget allocations form the backbone of a sustainable M&E system (Chirau et al., 2022).",False,True,False,"(Chirau et al., 2022)",parenthetical,Chirau et al.,2022,False,,,,,pilot_inputs/sources_pdf/Chirau_2020.pdf,High,Multi-Level Capacity Building,3,How are M&E systems strengthening approaches defined and conceptualized in the literature?,Multi-Level Capacity Building,Chirau_2022.pdf
2_1,unknown,83ae755e,"For example, Kanyamuna (2021) underscores the value of a whole-of-government approach, in which standardized indicators and integrated national frameworks ensure that data are comparable across ministries and feed into a shared platform for evidence-based policy.",False,True,False,Kanyamuna (2021),narrative,Kanyamuna,2021,False,,,,,pilot_inputs/sources_pdf/Kanyamuna_2021.pdf,High,Multi-Level Capacity Building,3,How are M&E systems strengthening approaches defined and conceptualized in the literature?,Multi-Level Capacity Building,Kanyamuna_2021.pdf
2_1,unknown,0f073a2b,"Country-led approaches further emphasize that local contexts, rather than donor imperatives, should dictate the focus and structure of M&E system interventions (Chirau, Masilela, & Dlakavu, 2020).",False,True,True,"(Chirau, Masilela, & Dlakavu, 2020)",parenthetical,Dlakavu,2020,False,,,,,pilot_inputs/sources_pdf/Chirau_2020.pdf,High,Multi-Level Capacity Building,3,How are M&E systems strengthening approaches defined and conceptualized in the literature?,Multi-Level Capacity Building,Chirau_2020.pdf
2_1,unknown,2da91b9b,"Another cornerstone of M&E systems strengthening lies in formalizing M&E within governance structures, often referred to as “institutionalization.” This process includes legal or policy mandates requiring government agencies to not only collect data but also use it systematically in planning and budgeting (Matsiliza, 2019).",True,True,False,"(Matsiliza, 2019)",parenthetical,Matsiliza,2019,False,,,,,pilot_inputs/sources_pdf/Matsiliza_2019.pdf,High,Institutionalization and Policy Integration,3,How are M&E systems strengthening approaches defined and conceptualized in the literature?,Institutionalization and Policy Integration,Matsiliza_2019.pdf
2_1,unknown,b2d3af5e,"Makadzange (2022) describes this as achieving “fully institutionalised M&E systems,” which entails embedding M&E principles across the public sector, reinforcing them with legislation, and ensuring that responsibilities for data collection, analysis, and reporting are clearly designated.",True,True,False,Makadzange (2022),narrative,Makadzange,2022,False,,,,,pilot_inputs/sources_pdf/Makadzange_2022.pdf,High,Institutionalization and Policy Integration,3,How are M&E systems strengthening approaches defined and conceptualized in the literature?,Institutionalization and Policy Integration,Makadzange_2022.pdf
2_1,unknown,7c2abe5d,"Integration with budgeting processes is repeatedly cited as crucial (Chirau et al., 2022; Kanyamuna et al., 2018).",False,True,False,"(Chirau et al., 2022; Kanyamuna et al., 2018)",parenthetical,Chirau et al.,2022,False,,,,,pilot_inputs/sources_pdf/Chirau_2020.pdf,High,Institutionalization and Policy Integration,3,How are M&E systems strengthening approaches defined and conceptualized in the literature?,Institutionalization and Policy Integration,Chirau_2022.pdf
